id,room,noted_date,temp,location
__export__.temp_log_191215_a8291af8,Room Admin,07-12-2018 04:29,37,out
__export__.temp_log_191209_ea1925df,Room Admin,07-12-2018 04:27,37,out
__export__.temp_log_191210_61458fa6,Room Admin,07-12-2018 04:27,37,out
__export__.temp_log_191202_1caa7e92,Room Admin,07-12-2018 04:25,37,out
__export__.temp_log_191201_4c1f763a,Room Admin,07-12-2018 04:25,37,out
__export__.temp_log_191195_58128ac0,Room Admin,07-12-2018 04:23,36,out
__export__.temp_log_191196_6de03a9a,Room Admin,07-12-2018 04:23,36,out
__export__.temp_log_191190_5febf52a,Room Admin,07-12-2018 04:21,36,out
__export__.temp_log_191189_5e33ef75,Room Admin,07-12-2018 04:21,36,out
__export__.temp_log_191176_9f32eaae,Room Admin,07-12-2018 04:17,36,out
__export__.temp_log_191175_32a535be,Room Admin,07-12-2018 04:17,36,out
__export__.temp_log_191163_746ffc42,Room Admin,07-12-2018 04:15,35,out
__export__.temp_log_191164_cd639b9f,Room Admin,07-12-2018 04:15,35,out
__export__.temp_log_191160_29ebe6be,Room Admin,07-12-2018 04:13,36,out
__export__.temp_log_191159_92686948,Room Admin,07-12-2018 04:13,36,out
__export__.temp_log_191154_15330f41,Room Admin,07-12-2018 04:11,35,out
__export__.temp_log_191153_e9ec53f9,Room Admin,07-12-2018 04:11,35,out
__export__.temp_log_191148_51927bc4,Room Admin,07-12-2018 04:09,35,out
__export__.temp_log_191147_a3d0cb0e,Room Admin,07-12-2018 04:09,35,out
__export__.temp_log_191144_97255653,Room Admin,07-12-2018 04:07,34,out
__export__.temp_log_191143_142491df,Room Admin,07-12-2018 04:07,34,out
__export__.temp_log_191134_9072e221,Room Admin,07-12-2018 04:03,35,out
__export__.temp_log_191133_530acd00,Room Admin,07-12-2018 04:03,35,out
